uniprot,has_smiles_hit,has_smiles_hit_not_in_trainset,smiles_hit_rate,smiles_hit_rate_not_in_trainset,smiles_hit_fraction,smiles_hit_fraction_not_in_trainset,smiles_TAScore,has_scaffold_hit,has_scaffold_hit_not_in_trainset,scaffold_hit_rate,scaffold_hit_rate_not_in_trainset,scaffold_hit_fraction,scaffold_hit_fraction_not_in_trainset,scaffold_TAScore,smiles_intersection_specific,smiles_intersection_all,scaffold_intersection_specific,scaffold_intersection_all
O14757,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O14965,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024796974769078175
O43570,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.017,0.017,0.003194888178913738,0.003194888178913738,2.7917964668907813,0.0,0.0,0.3148148148148148,0.11276424276238299
O60674,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001177856301531213
O60885,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.016,0.016,0.0011507479861910242,0.0011507479861910242,1.0708222329532855,0.0,0.0,0.05755395683453238,0.053747442811976937
O75874,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.199243692269544e-05
O76074,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00285165209844399
O94925,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00338,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025416899138305128
P00374,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05281755625813651
P00489,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.011627906976744186,0.011627906976744186,1.8258064412788386,0.0,0.0,0.03225806451612903,0.0176678445229682
P00519,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.03,0.03,0.0011198208286674132,0.0011198208286674132,3.349112419716844,0.0,0.0,0.17751479289940827,0.053003533568904596
P00533,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.011,0.011,0.0008227067050596463,0.0008227067050596463,1.0347379330602777,0.0,0.0,0.06395348837209303,0.06180645961192734
P00734,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.011,0.007,0.0015991471215351812,0.0010660980810234541,4.040095623073434,0.0,0.0,0.3055555555555556,0.07563077304568842
P00742,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.002,0.002,0.0009195402298850574,0.0009195402298850574,0.9434712661714585,0.0,0.0,0.05714285714285714,0.06056661087347344
P00749,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.003,0.001,0.0056022408963585435,0.0028011204481792717,2.1982829079754294,0.0,0.0,0.16666666666666666,0.0758167503564565
P00797,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.084,0.037,0.004472271914132379,0.0035778175313059034,5.784830547328632,0.0,0.0,0.4970414201183432,0.08592151757485587
P00915,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.01,0.008,0.0028935185185185184,0.0023148148148148147,2.3540657267453495,0.0,0.0,0.2702702702702703,0.11480999318083193
P00918,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.02,0.018,0.003510531594784353,0.003009027081243731,3.0990163657501233,0.0,0.0,0.38461538461538464,0.12410885871923626
